manufacturer,model,vehicle_type
pontiac,,unknown
ford,ranger xlt 4wd,truck
chevrolet,impala premier,sedan
ford,econoline cargo,unknown
cadillac,eldorado,unknown
ford,escape titanium,SUV
dodge,grand caravan se,unknown
chevrolet,malibu limited lt,sedan
gmc,acadia slt,unknown
gmc,sierra 1500 double cab,truck
ford,f800,unknown
ford,crown victoria police,unknown
cadillac,escalade 4wd,unknown
infiniti,qx60,unknown
,1996 s10 ss,unknown
acura,rdx technology and,unknown
alfa-romeo,romeo giulia ti sedan 4d,sedan
chevrolet,s10,unknown
chrysler,town & country touring,unknown
hyundai,sonata limited sedan 4d,sedan
chevrolet,k10 4x4,unknown
bmw,x3 xdrive30i sport utility,sport
lexus,rx 350l sport utility 4d,sport
honda,cr-v ex,SUV
gmc,yukon xl slt,SUV
,Genesis G70 3.3T Dynamic Edition,unknown
,1983 Mustange Convertible,unknown
toyota,avalon ylimited,unknown
lincoln,mkz reserve hybrid sedan,sedan
gmc,terrain slt 2wd,unknown
ford,escape se 4wd,SUV
jeep,cherokee latitude 2wd,SUV
,Scion xD Hatchback 4D,unknown
bmw,x3 sdrive30i sport utility,sport
,Genesis G70 3.3T Advanced Sedan,unknown
toyota,tacoma access cab,truck
buick,enclave avenir sport,sport
hyundai,genesis coupe 3.8,sport
bmw,x3 xdrive35i sport utility,sport
gmc,4wd z71,unknown
ford,mustang ecoboost coupe 2d,sport
chevrolet,malibu lt,sedan
gmc,sonoma sls,unknown
nissan,quest s,unknown
hyundai,sonata limited,sedan
honda,pilot ex,SUV
jaguar,f-pace,unknown
chevrolet,c20,unknown
rover,discovery se,unknown
honda,accord ex,sedan
,Nash,unknown
,El camino,unknown
ford,truck,truck
ford,taurus police interceptor,unknown
ram,promaster 2500,truck
lincoln,continental sedan 4d,sedan
mercedes-benz,gl-class,sport
ford,mustang v6 convertible 2d,sport
,am general humvee,unknown
subaru,impreza 2.0i premium,unknown
nissan,pickup,truck
chevrolet,210,unknown
acura,ilx sedan 4d,sedan
jaguar,e-pace p250 sport utility,sport
dodge,w150,unknown
ford,ranger xl,truck
alfa-romeo,romeo stelvio sport utility,sport
ford,escape xlt,SUV
bmw,3 series 335i xdrive sedan,sedan
bmw,3 series 340i xdrive sedan,sedan
mazda,mx-5 miata,unknown
audi,q8 premium sport utility 4d,sport
bmw,5 series 530i sedan 4d,sedan
mercedes-benz,cl-class cl 550,sport
acura,rsx,unknown
,hummer h2,unknown
ford,f-450 super duty,truck
ford,thunderbird deluxe,unknown
cadillac,cts sedan,sedan
ford,mustang gt,sport
ford,f-450 crew cab dump truck 6,truck
ford,flex,unknown
ford,custom,unknown
nissan,frontier king cab s,unknown
chevrolet,silverado 3500hd cc,truck
dodge,dakota,unknown
gmc,sierra 1500 sle,truck
ford,slantback,unknown
ford,fairlane 500,unknown
ford,f350,truck
chevrolet,silverado 3500,truck
chevrolet,belair 1957,unknown
,1969 nova,unknown
chevrolet,nova ss,sport
,mg midget,unknown
honda,odyssey touring elite,sport
hyundai,sonata 1.6t eco,sedan
bmw,3 series 335i,unknown
pontiac,solstice,unknown
subaru,forrester,unknown
chevrolet,cruze limited ltz,unknown
cadillac,xts platinum,unknown
audi,q5,unknown
honda,accord se,sedan
,YAMAHA XVS650/A/C/AC/AT/ATC/V ST,unknown
ram,pickup 2500,truck
honda,cbr650,unknown
ford,f-150 supercrew limited,truck
acura,rdx technology,unknown
cadillac,cts 2.0 luxury sedan 4d,sedan
volkswagen,beetle convertible,sport
ford,excursion limited,unknown
lexus,ls 460,unknown
,triumph spitfire,unknown
cadillac,ats-v sedan,sedan
dodge,,unknown
ram,3500 chassis cab,truck
nissan,maxima s sedan 4d,sedan
,1992 Corvette,unknown
,2017 IMPALA,unknown
toyota,camry hybrid le sedan 4d,sedan
,lac Escalade,unknown
honda,civic lx,sedan
subaru,impreza 2.5i,unknown
infiniti,g37s coupe,sport
honda,passport elite,sport
audi,a4,unknown
toyota,4runner sport,sport
mercedes-benz,clk350,unknown
dodge,dakota laramie quad cab,truck
,volkwagen gti,unknown
nissan,370z,unknown
kia,optima sx turbo,sedan
infiniti,m37,unknown
ford,focus st,unknown
mazda,b2300,unknown
ford,edge sport,sport
chrysler,200 limited,unknown
acura,tsx sedan 4d,sedan
chevrolet,camaro lt coupe 2d,sport
chrysler,pacifica touring-l,unknown
volkswagen,tiguan,unknown
cadillac,xlr,unknown
ford,f450 super duty regular cab & chassis,truck
acura,rdx awd,unknown
mazda,mazda3 4-door,unknown
nissan,titan crew cab sv pickup,truck
honda,accord lx,sedan
honda,pilot ex-l,SUV
volkswagen,beetle 1.8t fleet,unknown
toyota,highlander xle sport,SUV
mitsubishi,eclipse cross es,sport
subaru,impreza 2.0i sport wagon,sport
toyota,corolla le sedan 4d,sedan
chevrolet,trax ls sport utility,sport
honda,accord sport se sedan 4d,sedan
ford,explorer sport utility 4d,SUV
chevrolet,c10 truck,truck
nissan,sentra sv sedan 4d,sedan
,#NAME?,unknown
gmc,sierra 2500,truck
jeep,renegade limited sport,sport
honda,crx,unknown
lexus,es 350 sedan,sedan
ford,focus se flex fuel,unknown
dodge,nitro slt,unknown
,kenworth t680,unknown
volkswagen,cc,unknown
toyota,,unknown
chrysler,aspen,unknown
ford,ranger edge 4x4,truck
chevrolet,express 3500 van,truck
saturn,l300,unknown
chevrolet,cruze limited lt,unknown
hyundai,elantra sel,unknown
ford,fusion hybrid titanium,sedan
toyota,highlander suv,SUV
fiat,124 spider,unknown
subaru,legacy,unknown
acura,rdx technology pkg sport,sport
volkswagen,jetta sportwagen 2.0l,sedan
,mazdaspeed3,unknown
ford,super duty f-450 drw chassis cab,truck
tesla,model s signature,unknown
volvo,s90 t5 momentum sedan 4d,sedan
nissan,frontier s,unknown
mercedes-benz,c300 sport,sport
rover,hse,unknown
mercedes-benz,benz e350,unknown
chevrolet,cruze ls,unknown
chevrolet,avalanche,unknown
bmw,128 i coupe,sport
acura,tlx a-spec,unknown
volvo,xc90,unknown
toyota,4runner limited sport,sport
chevrolet,avalanche 4x4,unknown
bmw,530i,unknown
chevrolet,impala ltz,sedan
rover,lr4,unknown
,1951 Suburban,unknown
chevrolet,silverado 2500 hd crew,truck
dodge,durango sxt,unknown
chevrolet,lumina,unknown
fiat,500,unknown
mercedes-benz,350sl,unknown
mercedes-benz,380sl,unknown
nissan,frontier crew cab sv,unknown
ford,freestar wagon,unknown
bmw,6 series,unknown
tesla,s 90d,unknown
chevrolet,corvette z51,unknown
chevrolet,camaro 2ss convertible,sport
pontiac,vibe,unknown
ford,super duty f-350 drw pickup,truck
mitsubishi,outlander sport se,sport
bmw,x1 sdrive28i,unknown
mercedes-benz,benz cls63 amg,unknown
chevrolet,tahoe ltz,SUV
toyota,sienna le,unknown
cadillac,srx premium,unknown
volkswagen,passat wagon,sedan
mercedes-benz,c250,unknown
ford,super duty f-350 drw chassis cab,truck
nissan,nv cargo,unknown
acura,ilx,unknown
bmw,650i,unknown
lexus,rx 350,unknown
infiniti,qx56,SUV
lincoln,corsair sport utility 4d,sport
,merkur xr4ti,unknown
dodge,charger se 4dr sedan,sedan
kia,forte lx,unknown
acura,tsx w/tech,unknown
acura,tsx tech pkg,unknown
ford,taurus limited,unknown
nissan,maxima 3.5 sv,unknown
dodge,magnum srt8,unknown
ford,f350 dually utility,truck
dodge,challenger gt coupe 2d,sport
dodge,challenger r/t classic,sport
,Focus ST,unknown
volkswagen,golf alltrack,unknown
infiniti,q60 red sport 400 coupe,sport
jeep,liberty limited jet 4x4,unknown
ford,focus ses,unknown
hyundai,santa fe gls,unknown
nissan,altima 2.5 sv,sedan
buick,encore convenience,unknown
acura,rl 3.5,unknown
,voltswagon beetle convertible,unknown
toyota,prius v,unknown
toyota,prius c,unknown
honda,odyssey ex-l,sport
ford,f250 super duty crew cab xl,truck
ford,super duty f-450 drw cab-chassis,truck
infiniti,q50 premium,unknown
toyota,sequoia sr5,unknown
ram,1500 quad cab laramie pickup,truck
dodge,challenger r/t,unknown
chevrolet,silverado 3500 hd,truck
honda,accord lx-p,sedan
honda,hrv,unknown
ford,f150 supercrew cab lariat,truck
toyota,rav-4,unknown
toyota,matrix,unknown
gmc,c8500,unknown
ford,fusion sel,sedan
toyota,sienna xle limited,unknown
gmc,sierra 1500 classic,truck
chevrolet,equinox ls,SUV
jeep,commander,unknown
lexus,gs350,unknown
cadillac,xt5 sport utility 4d,sport
jeep,wrangler tj rubicon,SUV
dodge,challenger srt8 392 coupe,sport
dodge,challenger srt 392 coupe,sport
pontiac,grand prix gt,sport
infiniti,q60 3.0t sport coupe 2d,sport
,Scion FR-S,unknown
,2001,unknown
ford,transit van,unknown
,1973VOLKSWAGEN BEETLE,unknown
jaguar,e-pace p300 r-dynamic s,unknown
volkswagen,passat se,sedan
,lac Escalade ESV,unknown
lexus,es 350 sedan 4d,sedan
toyota,corolla s sedan 4d,sedan
chrysler,voyager,unknown
,ln MKX,unknown
pontiac,g6,unknown
ram,limited 3500,truck
toyota,tundra sr5 tss edition,truck
lexus,ct 200h,unknown
bmw,x5 xdrive35d sport utility,SUV
audi,a3 premium,unknown
mercedes-benz,e-class e 350,sport
audi,a6,unknown
honda,accord ex-l coupe 2d,sedan
honda,accord ex-l sedan 4d,sedan
chrysler,300 sedan 4d,sedan
subaru,impreza wrx,unknown
acura,tl type-s,unknown
kia,forte 5-door,unknown
bmw,x5 xdrive35i,SUV
bmw,x6 xdrive50i,unknown
cadillac,cts coupe,sport
dodge,challenger sxt coupe 2d,sport
nissan,versa sedan,sedan
toyota,tacoma prerunner,truck
mercedes-benz,s500,unknown
ford,svt focus,unknown
,1971 CHEVELLE MALIBU SS REPLICA,unknown
mercedes-benz,gla-class gla 45,sport
bmw,4 series 440i xdrive gran,unknown
ford,e450,unknown
kia,optima lx,sedan
hyundai,elantra limited,unknown
,lexuse RX,unknown
jaguar,xk8,unknown
ford,f-350 sd,truck
ram,promaster city,unknown
ford,e150 cargo van,unknown
toyota,yaris s,unknown
buick,,unknown
gmc,savana g2500,truck
chevrolet,tahoe lt 4x4,SUV
chevrolet,silverado 2500 hd crew cab,truck
toyota,tundra crewmax pickup 4d,truck
chrysler,pacifica,unknown
chevrolet,210 club coupe,sport
buick,verano convenience group,unknown
volvo,xc90 r-design,unknown
bmw,5,unknown
gmc,sierra 1500 4x4,truck
chevrolet,express 2500 cargo van,truck
chevrolet,silverado 1500 ls,truck
,1992 Camaro,unknown
dodge,charger rt,unknown
jeep,liberty sport,sport
ram,2500 tradesman crew cab,truck
ram,pickup 1500,truck
lexus,is 200t,unknown
nissan,nv1500 cargo van,truck
ford,transit connect xlt,unknown
chevrolet,equinox ltz,SUV
gmc,commercial van g3 ms,unknown
gmc,canyon,truck
honda,hr-v,unknown
infiniti,ex35 journey,unknown
nissan,altima 2.5 4dr.,sedan
chevrolet,astro 1997,unknown
nissan,altima 2014,sedan
ram,pickup 1500 classic,truck
bmw,2 series,unknown
lexus,rc 350,unknown
cadillac,xt5,unknown
mercedes-benz,benz clk 350,unknown
audi,tt1.8t convertible,sport
ford,flex se,unknown
bmw,750il,unknown
ford,f350 super duty kingranch,truck
,1972 cutlass supreme,unknown
porsche,914 2.0,unknown
bmw,5 series 535i,unknown
toyota,sequoia,unknown
ford,f-150 xlt 4x2 4dr supercrew,truck
,1926 nash,unknown
mercury,montego,unknown
bmw,x1,unknown
ford,f-150 raptor,truck
saturn,ion,unknown
chevrolet,malibu limited,sedan
mercedes-benz,benz s430,unknown
ford,f-150 xlt supercrew,truck
,smart fortwo pure,unknown
ford,f-250 sd,truck
hyundai,sonata hybrid,sedan
honda,crv,unknown
chevrolet,corvette coupe,sport
,VOLKSWAGON JETTA,unknown
dodge,polara 500,unknown
hyundai,santa fe,unknown
toyota,prius v five,unknown
mercedes-benz,benz e320,unknown
lexus,ls 430 4dr sedan,sedan
lexus,gs 350,unknown
toyota,camry hybrid le,sedan
toyota,4runner sr5 premium,unknown
bmw,,unknown
lexus,ls430,unknown
ford,f250 king ranch,truck
bmw,3 series 328i,unknown
cadillac,ats,unknown
mazda,cx-3,unknown
chevrolet,express passenger,sport
mercedes-benz,benz gl450,unknown
lexus,is 350,unknown
infiniti,q70 hybrid,unknown
chevrolet,1500,truck
chevrolet,corvair,unknown
infiniti,i30,unknown
saturn,solstice,unknown
,1967 Chevelle,unknown
bmw,740li,unknown
mitsubishi,outlander sport,sport
,Madza Mx5  Miaita.,unknown
dodge,avenger express,sport
buick,envision,unknown
bmw,4 series,unknown
mercedes-benz,glk-class glk350,sport
toyota,tacoma trd sport,truck
,1996 Madza Mx5,unknown
ford,f-150 fx4,truck
mercedes-benz,c230,unknown
gmc,yukon denali,SUV
chevrolet,elcamino,unknown
honda,element,unknown
,peterbilt 579,unknown
volvo,coe semi w/18 feet frame,truck
ford,transit passenger,sport
,FREIGHTLINER M2,unknown
,INTERNATIONAL 4900 DUMP TRUCK,unknown
mazda,3,unknown
toyota,camry se special edition,sedan
volkswagen,jetta gli,sedan
ford,f-150 xl 4x4,truck
volvo,s-60 t5,unknown
chevrolet,suburban ltz,SUV
volkswagen,passat tsi wolfsburg,sedan
bmw,328i nav sport pkg.,sport
mazda,cx-5 sport,sport
toyota,prius v hatchback,unknown
lexus,is 250 awd nav,unknown
chevrolet,1500 avalanche ltz 4x4,truck
ford,f-350 xl cab & chassis,truck
jaguar,s-type r,unknown
chevrolet,silverado 1500 extended cab,truck
mercury,mariner,unknown
chevrolet,colorado crew cab,truck
toyota,celica gt,sport
chevrolet,silverado 1500 crew cab,truck
chevrolet,cruze lt,unknown
dodge,charger se,unknown
chevrolet,cruze limited 1lt,unknown
subaru,wrx sti sedan 4d,sedan
ford,f150 supercrew cab fx4,truck
acura,rdx sh-awd a-spec pkg,unknown
chrysler,pacifica touring plus,unknown
gmc,canyon extended cab sle,truck
subaru,impreza wrx sti sedan 4d,sedan
tesla,model 3 mid range sedan 4d,sedan
gmc,yukon xl 1500 denali sport,truck
dodge,charger gt sedan 4d,sedan
cadillac,cts 4,unknown
lexus,es350 nav,unknown
mercedes-benz,benz ml 350 4-matic,unknown
ford,expedition platinum 4x4 gas,unknown
infiniti,g35,unknown
chrysler,5th avenue,unknown
chevrolet,colorado crew cab work,truck
chevrolet,cruze lt diesel,unknown
,OLDSMOBILE INTRIGUE,unknown
chevrolet,c10 stepside,unknown
dodge,i,unknown
ford,f-150 xl,truck
bmw,3 series 328i xdrive,unknown
bmw,2002,unknown
,4-door sedan,unknown
ford,ranger super cab xlt pickup,truck
volkswagen,golf tdi sel,unknown
volkswagen,touareg tdi sport suv,SUV
ford,e-450,unknown
,Freightliner M2 106,unknown
gmc,sierra 1500 regular cab work,truck
nissan,300zx twin turbo,unknown
infiniti,q60 3.0t premium coupe,sport
,saab 9-3,unknown
,other,unknown
hyundai,sonata eco sedan 4d,sedan
ford,f l50 xl long bed,unknown
audi,a6 3.0t premium plus sedan,sedan
toyota,scion,unknown
lincoln,navigator l reserve,unknown
,VISION,unknown
ford,fairlane,unknown
chrysler,300 touring l sedan 4d,sedan
bmw,x5 xdrive50i sport utility,SUV
volkswagen,eos komfort,unknown
chevrolet,suburban lt,SUV
ram,1500 quad cab sport pickup,truck
hyundai,santa fe 2.4 limited,unknown
toyota,highlander v-6,SUV
volvo,v-70 2.5t,unknown
toyota,tundra crewmax 1794,truck
lincoln,mks,unknown
volkswagen,eos sport convertible,sport
bmw,x5 xdrive35i premium sport,SUV
,maserati,unknown
mercedes-benz,,unknown
ferrari,,unknown
ford,f-150 xlt crew 4x4,truck
audi,q5 premium plus sport,sport
infiniti,qx qx56 sport utility,SUV
infiniti,qx60 pure sport utility,sport
audi,a6 45 tfsi premium plus,unknown
jeep,commander 4x4,unknown
bmw,m805i,unknown
,BMW745i,unknown
audi,q5 2.0t premium plus,unknown
ford,f-150 larait 4 door,truck
toyota,tacoma access cab trd,truck
toyota,avalon limited,unknown
honda,civic lx coupe 2d,sedan
honda,civic sport touring,sedan
acura,ilx special edition sedan,sedan
ford,bronco,unknown
jeep,grand cherokee limited 4x4,SUV
ford,f250 super duty lariat,truck
jaguar,xj8,unknown
mercedes-benz,g500 g-wagon,unknown
ford,f450 super duty,truck
chrysler,windsor deluxe,unknown
nissan,rogue awd 4dr sv,unknown
ford,galaxie,unknown
,F350 DRW,unknown
ford,van,unknown
buick,rendezvous,unknown
,freightliner m2 106,unknown
honda,fit ex automatic,unknown
chevrolet,malibu lt automatic,sedan
gmc,yukon xl slt automatic,SUV
,2019 wrangler,unknown
,Geo Prizm,unknown
toyota,4 runner sr5,unknown
saturn,outlook,unknown
ford,f350 lariat,truck
chevrolet,traverse lt awd,unknown
jeep,liberty sport 4x4,sport
ford,e350 cargo van,unknown
,"GMC, sierra",unknown
rover,discovery,unknown
chevrolet,trax awd 4dr lt,unknown
rover,velar,unknown
mercedes-benz,c43 amg,unknown
hyundai,tucson limited,unknown
ford,f-350 lariat,truck
chrysler,town and country limite,unknown
kia,sorrento ex,unknown
volkswagen,eurovan camper,unknown
bmw,328i gt xdrive awd,sport
kia,sportage ex,sport
nissan,titan pro-4x,unknown
toyota,highlander limited,SUV
bmw,330i gt m-sport awd,sport
porsche,panamera turbo,unknown
nissan,armada sv 4x4,unknown
mazda,6 grand touring,unknown
volkswagen,jetta se,sedan
hyundai,sonata 2.4l,sedan
rover,discovery hse,unknown
ford,escape sel 4wd,SUV
dodge,durango limited awd,unknown
ford,taurus sel awd,unknown
bmw,x5 xdrive40e awd,SUV
audi,q5 premium plus awd,unknown
alfa-romeo,romeo giulia,unknown
lincoln,mkz awd,unknown
jeep,renegade sport 4x4,sport
volkswagen,golf s,unknown
kia,soul !,unknown
subaru,wrx sti,unknown
chevrolet,k3500,truck
chevrolet,gmt-400,unknown
ford,f-550,unknown
chevrolet,nova 4door,unknown
dodge,grand caravan gt,sport
chrysler,pacifica touring l plus,unknown
audi,tt,unknown
mini,paceman,unknown
bmw,325xi,unknown
jaguar,xk xk8,unknown
volkswagen,new beetle cabrio,unknown
pontiac,solstice convertible,sport
infiniti,q50s,unknown
chevrolet,venture,unknown
chevrolet,silverado ss,truck
chevrolet,avalanche ltz,unknown
chevrolet,astro cargo van,unknown
saturn,,unknown
jeep,cherokee latitude,SUV
ford,edge sel awd,unknown
chevrolet,aveo,unknown
ford,f-150 xlt automatic,truck
jeep,wrangler unlimited sahara automatic,SUV
subaru,legacy 2.5i premium,unknown
toyota,rav4 limited,SUV
porsche,911,unknown
,International Harvester L120,unknown
cadillac,coupe deville,sport
mercedes-benz,benz c280 4matic,unknown
buick,century,unknown
chevrolet,roaster,unknown
volkswagen,jetta s,sedan
chrysler,300c awd hemi,unknown
chrysler,,unknown
volvo,xc60,unknown
subaru,wrx sti limited manual,unknown
lexus,nx nx 300h automatic,unknown
ford,escape se automatic,SUV
nissan,armada platinum automatic,unknown
honda,accord sedan touring automatic,sedan
chevrolet,impala lt automatic,sedan
ford,ranger xlt automatic,truck
dodge,charger sxt automatic,unknown
chevrolet,silverado 1500 lt automatic,truck
ford,f350 super duty lariat,truck
dodge,power wagon m37,unknown
ram,2500 mega cab,truck
nissan,xterra 4x4,unknown
,PONIAC Fire Bird,unknown
jeep,grand cherokee limited automatic,SUV
dodge,durango citadel,unknown
subaru,legacy outback,SUV
porsche,cayenne,unknown
chevrolet,impala lt v6,sedan
chevrolet,silverado 1500 ltz 4x4,truck
dodge,charger se awd,unknown
ford,f350 drw,truck
ford,f150 4x4,truck
jeep,compass sport,sport
jeep,renegade deserthawk sport,sport
jeep,lifted wrangler rubicon 4x4,SUV
nissan,versa sv,unknown
nissan,pathfinder sl 4wd,unknown
nissan,quest sv,unknown
nissan,frontier se 4x4,unknown
ram,2500 power wagon,truck
toyota,tacoma trd off road 4x4,truck
subaru,forester xs,SUV
subaru,legacy 2.5i,unknown
kia,cadenza sedan 4d,sedan
,HUMMER H3,unknown
lexus,gs,unknown
dodge,dakota club cab,unknown
ford,f150 super cab,truck
ford,f-350 super duty,truck
,International 7300 4X4,unknown
audi,a4 premium plus awd,unknown
toyota,tundra sr5,truck
mercury,mountaineer,unknown
,triumph tr6,unknown
ram,1500 tradesman,truck
,Isuzu Trooper,unknown
ford,f250 4x4,truck
chevrolet,cruze premier rs,unknown
chevrolet,k-10,unknown
volvo,xc90 t6,unknown
ford,transit xlt,unknown
ford,mustang premium,unknown
subaru,wrx,unknown
lexus,nx 300h,unknown
volkswagen,new beetle,unknown
honda,crx si,unknown
ford,c-max hybrid,unknown
,oldsmobile toronado,unknown
volkswagen,super beetle,unknown
saturn,sky redline turbo,unknown
chevrolet,trailblazer lt,unknown
ford,edge sel automatic,unknown
toyota,camry xle automatic,sedan
subaru,crosstrek limited automatic,sport
,Scion tC,unknown
bmw,x1 xdrive28i,unknown
gmc,yukon xl 1500,truck
pontiac,gto,sport
ford,f150 supercrew cab,truck
ram,1500 crew cab,truck
gmc,sierra 1500 crew cab,truck
gmc,sierra 1500 hd crew cab,truck
infiniti,m,unknown
ram,2500 diesel,truck
gmc,sierra 2500 hd crew cab,truck
ford,f-250 lariat 6.7,truck
mercedes-benz,ml 350,unknown
bmw,x2 xdrive28i,unknown
volkswagen,golf gti,sport
,C10,unknown
subaru,forester awd,SUV
dodge,viper rt/10,unknown
mazda,3 i sport,sport
jeep,renegade latitude 4x4,unknown
subaru,forester premium,SUV
saturn,vue,unknown
bmw,330i,unknown
nissan,sentra s,unknown
lexus,rx 350 awd,unknown
jeep,renegade trailhawk,unknown
toyota,rav 4 le,unknown
chevrolet,el camino,unknown
pontiac,trans am,unknown
,ISUZU AMIGO,unknown
ford,f450 super duty crew cab,truck
hyundai,,unknown
chrysler,pacifica touring,unknown
chevrolet,malibu premier automatic,sedan
ram,1500 quad cab,truck
bmw,430i,unknown
ram,all-new 1500,truck
volkswagen,touareg,unknown
nissan,altima 3.5 sr sedan,sedan
mini,countryman,unknown
mazda,mazda6,unknown
